UID,Ano_Criacao,Sigla_IF,Nome_IF,Campus_IF,Tipo_Unidade,Regioes,UF,Municipio,Endereco_Padronizado,CEP,Telefone,E-mail,Site,Dirigente,Fonte
ifpb_campus_cajazeiras,1994,IFPB,Instituto Federal da Paraíba,Campus Cajazeiras,Campus,Nordeste,PB,Cajazeiras,"Rua José Antônio da Silva, 300, Jardim Oásis, Cajazeiras, PB, 58900-000",58900-000,(83) 3532-4100,campus_cajazeiras@ifpb.edu.br,https://www.ifpb.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/paraiba
ifpb_campus_campina_grande,2007,IFPB,Instituto Federal da Paraíba,Campus Campina Grande,Campus,Nordeste,PB,Campina Grande,"Rua Tranquilino Coelho Lemos, 671, Dinamérica, Campina Grande, PB, 58432-300",58432-300,(83) 2102-6200,campus_cg@ifpb.edu.br,https://www.ifpb.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/paraiba
ifpb_campus_catole_do_rocha,2015,IFPB,Instituto Federal da Paraíba,Campus Catolé do Rocha,Campus,Nordeste,PB,Catolé do Rocha,"Rua Cícero Pereira de Lima, 227. Bairro José Pereira de Lima, Catolé do Rocha, PB, 58884-000",58884-000,(83) 99802-0102,dg.cr@ifpb.edu.br,https://www.ifpb.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/paraiba
ifpb_campus_esperanca,2016,IFPB,Instituto Federal da Paraíba,Campus Esperança,Campus,Nordeste,PB,Esperança,"Rodovia PB 121, s/n, Esperança, PB, 58135-000",58135-000,(83) 99126-5817,campus_esperanca@ifpb.edu.br,https://www.ifpb.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/paraiba
ifpb_campus_guarabira,2013,IFPB,Instituto Federal da Paraíba,Campus Guarabira,Campus,Nordeste,PB,Guarabira,"Rua Professor Carlos Leonardo Arcoverde, Rodovia PB 057 - KM-02 - S/N, Guarabira, PB, 58200-000",58200-000,(83) 9 9928-0057,campus_guarabira@ifpb.edu.br,https://www.ifpb.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/paraiba
ifpb_campus_itabaiana,2016,IFPB,Instituto Federal da Paraíba,Campus Itabaiana,Campus,Nordeste,PB,Itabaiana,"PB 054 KM 17, Alto Alegre, Itabaiana, PB, 58360-000",58360-000,(83) 99116-6632,dde.ib@ifpb.edu.br,https://www.ifpb.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/paraiba
ifpb_campus_itaporanga,2016,IFPB,Instituto Federal da Paraíba,Campus Itaporanga,Campus,Nordeste,PB,Itaporanga,"PB 386, Km 2, S/N. Centro, Itaporanga, PB, 58780-000",58780-000,(83) 99840-1972,campus_itaporanga@ifpb.edu.br,https://www.ifpb.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/paraiba
ifpb_campus_joao_pessoa,1909,IFPB,Instituto Federal da Paraíba,Campus João Pessoa,Campus,Nordeste,PB,Coronel João Pessoa,"Avenida Primeiro de Maio, 720, Jaguaribe, João Pessoa, PB, 58015-435",58015-435,(83) 3612.1200,dg.jpa@ifpb.edu.br,https://www.ifpb.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/paraiba
ifpb_campus_monteiro,2010,IFPB,Instituto Federal da Paraíba,Campus Monteiro,Campus,Nordeste,PB,Monteiro,"Rodovia PB-264, Vila Santa Maria, Monteiro, PB, 58500-000",58500-000,(83) 3351-3768,campus_monteiro@ifpb.edu.br,https://www.ifpb.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/paraiba
ifpb_campus_patos,2010,IFPB,Instituto Federal da Paraíba,Campus Patos,Campus,Nordeste,PB,Patos,"Acesso Rodovia PB 110, s/n - Bairro Alto Tubiba, Patos, PB, 58700-000",58700-000,(83) 3423-9676,chefiagabinete.pt@ifpb.edu.br,https://www.ifpb.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/paraiba
ifpb_campus_pedra_de_fogo,2020,IFPB,Instituto Federal da Paraíba,Campus Pedra de Fogo,Campus,Nordeste,PB,Pedras de Fogo,,,None,campus_pedrasdefogo@ifpb.edu.br,https://www.ifpb.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/paraiba
ifpb_campus_picui,2010,IFPB,Instituto Federal da Paraíba,Campus Picuí,Campus,Nordeste,PB,Picuí,,,(83) 3371.2555,chefiagabinete.pc@ifpb.edu.br,https://www.ifpb.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/paraiba
ifpb_campus_princesa_isabel,2010,IFPB,Instituto Federal da Paraíba,Campus Princesa Isabel,Campus,Nordeste,PB,Princesa Isabel,"Acesso Rodovia PB 426, S/N. Zona Rural / Sítio Barro Vermelho Princesa Isabel/PB, Sítio Barro Vermelho Princesa Isabel, PB, 58755-000",58755-000,(83) 99192.0331,dg.princesa@ifpb.edu.br,https://www.ifpb.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/paraiba
ifpb_campus_santa_luzia,2017,IFPB,Instituto Federal da Paraíba,Campus Santa Luzia,Campus,Nordeste,PB,Santa Luzia,"Avenida Professora Dorinha Eugênio, s/n, Cidade Universitária Santa Luzia, PB, 58600-000",58600-000,(83)99306-6681,campus.sl@ifpb.edu.br,https://www.ifpb.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/paraiba
ifpb_campus_santa_rita,2016,IFPB,Instituto Federal da Paraíba,Campus Santa Rita,Campus,Nordeste,PB,Santa Rita,"BR 230, KM 42, s/n. Popular, Santa Rita, PB, 58301-645",58301-645,(83) 3217.1779,campus_santarita@ifpb.edu.br,https://www.ifpb.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/paraiba
ifpb_campus_soledade,,IFPB,Instituto Federal da Paraíba,Campus Soledade,Campus,Nordeste,PB,Soledade,"BR-230, Km 115, s/n - São José, Soledade, PB, 58155-000",58155-000,(83) 99118.4667,campus_soledade@ifpb.edu.br,https://www.ifpb.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/paraiba
ifpb_campus_sousa,1946,IFPB,Instituto Federal da Paraíba,Campus Sousa,Campus,Nordeste,PB,Sousa,"Rua Presidente Tancredo Neves, s/n, Jardim Sorrilândia III Sousa, PB, 58805-345",58805-345,(83) 3522.2727,dg.ss@ifpb.edu.br,https://www.ifpb.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/paraiba
cavn_ufpb_colegio_agricola_vidal_de_negreiros_universidade_federal_da_paraiba_ufpb,,CAVN/UFPB,Colégio Agrícola Vidal de Negreiros – Universidade Federal da Paraíba (Ufpb),Colégio Agrícola Vidal de Negreiros – Universidade Federal da Paraíba (Ufpb),Colégio Agrícola,Nordeste,PB,Campus III da UFPB Bananeiras,"Centro de Ciências Humanas Sociais e Agrárias Colégio Agrícola Vidal de Negreiros, Campus III da UFPB Bananeiras, PB, 58220-000",58220-000,(83) 3367 - 5550,cavn@cchsa.ufpb.br,www.cavn.ufpb.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/paraiba
cavn_ufpb_escola_tecnica_de_saude_universidae_federal_da_paraiba_ufpb,,CAVN/UFPB,Colégio Agrícola Vidal de Negreiros – Universidade Federal da Paraíba (Ufpb),Escola Técnica de Saúde – Universidae Federal da Paraíba (Ufpb),Outros,Nordeste,PB,,"Universidade Federal da Paraíba /Conj. Pres. Castelo Branco III João Pessoa - PB, 58050-585",58050-585,(83) 3216-7400,direcao@ets.ufpb.br,www.cavn.ufpb.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/paraiba
cavn_ufpb_escola_tecnica_de_saude_de_cajazeiras_ufcg,,CAVN/UFPB,Colégio Agrícola Vidal de Negreiros – Universidade Federal da Paraíba (Ufpb),Escola Técnica de Saúde de Cajazeiras/Ufcg,Outros,Nordeste,PB,Casas Populares Cajazeiras,"Rua Sérgio Moreira de Figueiredo s/n, Casas Populares Cajazeiras, PB, 58900-000",58900-000,(83) 3532-2000,escolasaude@cfp.ufcg.edu.br,www.cavn.ufpb.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/paraiba
ifpr_reitoria_do_instituto_federal_do_parana,,IFPR,Instituto Federal do Paraná,Reitoria do Instituto Federal do Paraná,Reitoria,Sul,PR,Curitiba,"Rua Emilio Bertolini, Cajuru, Curitiba, PR, 82530-230",82530-230,(41) 3595-7646,gabinete@ifpr.edu.br,https://ifpr.edu.br/,Adriano Willian d a Silva Viana Pereira,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_assis_chateaubriand,2013,IFPR,Instituto Federal do Paraná,Campus Assis Chateaubriand,Campus,Sul,PR,Assis Chateaubriand,"Avenida Cívica, Centro Cívico, Assis Chateaubriand, PR, 85935-000",85935-000,(44) 9760-6619,assis.secretaria@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_astorga,2015,IFPR,Instituto Federal do Paraná,Campus Astorga,Campus,Sul,PR,Astorga,"Rodovia PR 454, Contorno Norte, Astorga, PR, 86730-000",86730-000,(41) 3595-7646,campus.astorga@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_avancado_barracao,2014,IFPR,Instituto Federal do Paraná,Campus Avançado Barracão,Campus Avançado,Sul,PR,Barracão,"Rodovia PRT 163, Km 01, Parque Industrial, Barracão, PR, 85700-000",85700-000,(46) 8816-6367,campus.barracao@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_avancado_coronel_vivida,2015,IFPR,Instituto Federal do Paraná,Campus Avançado Coronel Vivida,Campus Avançado,Sul,PR,Coronel Vivida,"Rodovia PR 562, Flor da Serra, Coronel Vivida, PR, 85550-000",85550-000,(46) 3232-2960,ifpr.coronelvivida@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_avancado_goioere,2015,IFPR,Instituto Federal do Paraná,Campus Avançado Goioerê,Campus Avançado,Sul,PR,Goioerê,"Rodovia PR 180 Trevo UEM, Ao Lado da Polícia Rodoviária, Trevo UEM, Goioerê, PR, 87360-000",87360-000,(44) 3522-5432,direcaogeral.goioere@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_avancado_quedas_do_iguacu,2015,IFPR,Instituto Federal do Paraná,Campus Avançado Quedas do Iguaçu,Campus Avançado,Sul,PR,Quedas do Iguaçu,"Rua Marginal Imbirama, Saída para Linha Tapuí, Rio das Cobras, Quedas do Iguaçu, PR, 85460-000",85460-000,(41) 8808-8973,secretaria.quedas@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_campo_largo,2013,IFPR,Instituto Federal do Paraná,Campus Campo Largo,Campus,Sul,PR,Campo Largo,"Rua Engenheiro Tourinho, Vila Solene, Campo Largo, PR, 83607-240",83607-240,(41) 3208-8201,secretaria.campolargo@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_capanema,2015,IFPR,Instituto Federal do Paraná,Campus Capanema,Campus,Sul,PR,Capanema,"Rua Cariris, nº 750 – Bairro Santa Bárbara, Capanema, PR, 85760-000",85760-000,(46) 9916-3774,secretaria.capanema@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_cascavel,2014,IFPR,Instituto Federal do Paraná,Campus Cascavel,Campus,Sul,PR,Cascavel,"Avenida das Pombas, Floresta, Cascavel, PR, 85814-800",85814-800,(45) 3305-2100,secretaria.cascavel@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_colombo,2016,IFPR,Instituto Federal do Paraná,Campus Colombo,Campus,Sul,PR,Colombo,"Rua Antônio Chemin, 28 - São Gabriel. Colombo, PR, CE, 83403-515",83403-515,(41) 3535-1835,secretaria.colombo@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_curitiba,2008,IFPR,Instituto Federal do Paraná,Campus Curitiba,Campus,Sul,PR,Curitiba,"Rua João Negrão, Rebouças, Curitiba, PR, 80230-150",80230-150,(41) 3535-1651,curitiba.secretaria@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_foz_do_iguacu,2010,IFPR,Instituto Federal do Paraná,Campus Foz do Iguaçu,Campus,Sul,PR,Foz do Iguaçu,"Avenida Araucária, , Vila Residencial A, Foz do Iguaçu, PR, 85860-000",85860-000,(45) 3422-5322,dirgeral.foz@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_irati,2013,IFPR,Instituto Federal do Paraná,Campus Irati,Campus,Sul,PR,Irati,"Rua Pedro Koppe, Vila Matilde, Irati, PR, 84500-000",84500-000,(42) 2104-0200,gabinetedg.irati@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_ivaipora,2013,IFPR,Instituto Federal do Paraná,Campus Ivaiporã,Campus,Sul,PR,Ivaiporã,"PR466 Gleba Pindaúva, Secção C, Parte 2, Gleba Pindaúva, Ivaiporã, PR, 86870-000",86870-000,(43) 3472-1229,secretaria.iv@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_jacarezinho,2010,IFPR,Instituto Federal do Paraná,Campus Jacarezinho,Campus,Sul,PR,Jacarezinho,"Avenida Doutor Tito, campus IFPR, Jardim Panorma, Jacarezinho, PR, 86400-000",86400-000,(43) 2122-0100,gabinete.jacarezinho@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_jaguariaiva,2015,IFPR,Instituto Federal do Paraná,Campus Jaguariaíva,Campus,Sul,PR,Jaguariaíva,"Rodovia PR 151, Km 23, Cidade Alta, Jaguariaíva, PR, 84200-000",84200-000,(41) 8887-0260,secretaria.jaguariaiva@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_londrina,2013,IFPR,Instituto Federal do Paraná,Campus Londrina,Campus,Sul,PR,Londrina,"Rua João XXIII, Praça Horace Wells, Judith, Londrina, PR, 86060-370",86060-370,(43) 3878-6100,gab.londrina@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_palmas,2013,IFPR,Instituto Federal do Paraná,Campus Palmas,Campus,Sul,PR,Palmas,"Avenida Bento Munhoz da Rocha Neto, Rodovia PRT 280 - Trevo Codapar, Palmas, PR, 85555-000",85555-000,(46) 3263-8950,gabinete.palmas@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_paranagua,2008,IFPR,Instituto Federal do Paraná,Campus Paranaguá,Campus,Sul,PR,Paranaguá,"Rua Antônio Carlos Rodrigues, PR 407 com a Rua Antônio Carlos Rodrigues, Porto seguro, Paranaguá, PR, 83215-750",83215-750,(41) 3721-8300,secretaria.paranagua@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_paranavai,2010,IFPR,Instituto Federal do Paraná,Campus Paranavaí,Campus,Sul,PR,Paranavaí,"Avenida Jose Felipe Tequinha, Jardim das Nações, Paranavaí, PR, 87703-536",87703-536,(44) 3482-0100,secretaria.paranavai@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_pinhais,2015,IFPR,Instituto Federal do Paraná,Campus Pinhais,Campus,Sul,PR,Pinhais,"Rua Humberto de Alencar Castello Branco, Jardim Amélia, Pinhais, PR, 83330-200",83330-200,(41) 8852-5280,secretaria.pinhais@ifpr.edu.br ],https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_pitanga,2015,IFPR,Instituto Federal do Paraná,Campus Pitanga,Campus,Sul,PR,Pitanga,"Rua Jose de Alencar, Jardim Planalto, Pitanga, PR, 85200-000",85200-000,(41) 8808-8920,secretaria.pitanga@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_telemaco_borba,2010,IFPR,Instituto Federal do Paraná,Campus Telêmaco Borba,Campus,Sul,PR,Telêmaco Borba,"Rodovia PR-160, Km 19,5, Bandeirantes, Telêmaco Borba, PR, 84269-090",84269-090,(42) 3221-3000,secretaria.tb@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_umuarama,2010,IFPR,Instituto Federal do Paraná,Campus Umuarama,Campus,Sul,PR,Umuarama,"Rodovia PR 323, Parque Industrial, Umuarama, PR, 87507-014",87507-014,(44) 3361-6200,secretaria.umuarama@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_uniao_da_vitoria,2015,IFPR,Instituto Federal do Paraná,Campus União da Vitória,Campus,Sul,PR,União da Vitória,"Avenida Paula Freitas, São Braz, União da Vitória, PR, 84600-000",84600-000,(42) 3135-4800,campus.uniaodavitoria@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_avancado_arapongas,2018,IFPR,Instituto Federal do Paraná,Campus Avançado Arapongas,Campus Avançado,Sul,PR,Arapongas,"rua Surucuá Açu, 321 – Vila Araponguinha, Arapongas, PR, 86705-590",86705-590,(43) 99875-1250,secretaria.arapongas@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_ponta_grossa,,IFPR,Instituto Federal do Paraná,Campus Ponta Grossa,Campus,Sul,PR,Ponta Grossa,"Av. General Carlos Cavalcanti – Uvaranas, Ponta Grossa, PR, 84030-000",84030-000,(42) 3220-8971,pontagrossa@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpr_campus_toledo,,IFPR,Instituto Federal do Paraná,Campus Toledo,Campus,,BI,Rodovia PR 182 km 320,"Centro de Referência IFPR-BIOPARK - Edifício Charles Darwin, Rodovia PR 182 km 320, BI, 85919-899",85919-899,(44) 9971 -4940,secretaria.toledo@ifpr.edu.br,https://ifpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
utfpr_reitoria_da_universidade_tecnologica_federal_do_parana,,UTFPR,Universidade Tecnológica Federal do Paraná,Reitoria da Universidade Tecnológica Federal do Paraná,Reitoria,Sul,PR,Jardim Paraíso Apucarana,"Av. Sete de Setembro, 3165 – Rebouças. Curitiba - PR, Jardim Paraíso Apucarana, PR, 80230-901",80230-901,(41) 3310-4545,reitoria@utfpr.edu.br,www.utfpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
utfpr_campus_apucarana,,UTFPR,Universidade Tecnológica Federal do Paraná,Campus Apucarana,Campus,Sul,PR,Jardim Paraíso Apucarana,"Rua Marcílio Dias, 635, Jardim Paraíso Apucarana, PR, 86812-460",86812-460,(43) 3162-1200,derac-ap@utfpr.edu.br,www.utfpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
utfpr_campus_campo_mourao,,UTFPR,Universidade Tecnológica Federal do Paraná,Campus Campo Mourão,Campus,Sul,PR,,"Rod. BR 369 - km 0,5, Saída para Cascavel Campo Mourão – PR. CEP: 87301-006",87301-006,(44) 3518-1400,derac-cm@utfpr.edu.br,www.utfpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
utfpr_campus_cornelio_procopio,,UTFPR,Universidade Tecnológica Federal do Paraná,Campus Cornelio Procopio,Campus,Sul,PR,Centro Cornélio Procópio,"Av. Alberto Carazzai,1640, Centro Cornélio Procópio, PR, 86300-000",86300-000,(43) 3133-3700,gadir-cp@utfpr.edu.br,www.utfpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
utfpr_campus_curitiba,,UTFPR,Universidade Tecnológica Federal do Paraná,Campus Curitiba,Campus,Sul,PR,,,,None,derac-ct@utfpr.edu.br,www.utfpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
utfpr_campus_dois_vizinhos,,UTFPR,Universidade Tecnológica Federal do Paraná,Campus Dois Vizinhos,Campus,Sul,PR,,"Estrada para Boa Esperança, km 04 Comunidade São Cristóvão Dois Vizinhos – PR. CEP: 85660-000",85660-000,(46) 3536-8900,derac-dv@utfpr.edu.br,www.utfpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
utfpr_campus_francisco_beltrao,,UTFPR,Universidade Tecnológica Federal do Paraná,Campus Francisco Beltrão,Campus,Sul,PR,,Linha Santa Bárbara s/n Francisco Beltrão – PR. CEP: 85601-970,85601-970,(46) 3520-2600,derac-fb@utfpr.edu.br,www.utfpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
utfpr_campus_londrina,,UTFPR,Universidade Tecnológica Federal do Paraná,Campus Londrina,Campus,Sul,PR,,"Avenida dos Pioneiros, 3131, Jardim Morumbi Londrina – PR. CEP: 86036-370",86036-370,(43) 3315-6100,derac-gp@utfpr.edu.br,www.utfpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
utfpr_campus_pato_branco,,UTFPR,Universidade Tecnológica Federal do Paraná,Campus Pato Branco,Campus,Sul,PR,,"Via do Conhecimento, km 1 Pato Branco – PR. CEP: 85503-390",85503-390,(46) 3220-2511,derac-pb@utfpr.edu.br,www.utfpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
utfpr_campus_medianeira,,UTFPR,Universidade Tecnológica Federal do Paraná,Campus Medianeira,Campus,Sul,PR,,"Av. Brasil, 4232, Parque Independência. Medianeira – PR. CEP: 85884-000",85884-000,(45) 3240-8000,derac-md@utfpr.edu.br,www.utfpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
utfpr_campus_ponta_grossa,,UTFPR,Universidade Tecnológica Federal do Paraná,Campus Ponta Grossa,Campus,Sul,PR,Ponta Grossa,"Rua Monteiro Lobato, Jardim Carvalho, Ponta Grossa, PR, 84016-210",84016-210,(42) 3220-4800,derac-pg@utfpr.edu.br,www.utfpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
utfpr_campus_toledo,,UTFPR,Universidade Tecnológica Federal do Paraná,Campus Toledo,Campus,Sul,PR,,"Rua Cristo Rei, 19 Toledo – PR. CEP: 85902-040",85902-040,(45) 3379-6800,derac-td@utfpr.edu.br,www.utfpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
utfpr_campus_santa_helena,,UTFPR,Universidade Tecnológica Federal do Paraná,Campus Santa Helena,Campus,Sul,PR,,"Prolongamento da Rua Cerejeira, s/n Bairro São Luiz Santa Helena – PR. CEP 85892-000",85892-000,(45) 3080-1800,gadir-sh@utfpr.edu.br,www.utfpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
utfpr_campus_guarapuava,,UTFPR,Universidade Tecnológica Federal do Paraná,Campus Guarapuava,Campus,Sul,PR,,,,(42) 3035-8079,derac-gp@utfpr.edu.br,www.utfpr.edu.br/,None,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/parana
ifpi_reitoria_do_instituto_federal_do_piaui,,IFPI,Instituto Federal do Piauí,Reitoria do Instituto Federal do Piauí,Reitoria,Nordeste,PI,Angical do Piauí,"Av. Presidente Jânio Quadros, 330 - Santa Isabel Teresina/PI, Angical do Piauí, PI, 64053-390",64053-390,(86)3131-1400,reitoria@ifpi.edu.br,https://www.ifpi.edu.br/,Paulo Borges d a Cunha,https://www.gov.br/mec/pt-br/assuntos/ept/rede-federal/piaui
